year,month,day,team,completion_percentage
2015,2,22,LA Rams,70.27%
2015,2,22,Cincinnati,51.43%
2015,2,22,NY Giants,52.83%
2015,2,22,Buffalo,69.57%
2015,2,22,Seattle,50.00%
2015,2,22,Minnesota,68.00%
2015,2,22,Baltimore,62.22%
2015,2,22,Philadelphia,63.89%
2015,2,22,Indianapolis,36.36%
2015,2,22,Detroit,66.67%
2015,2,22,Houston,71.43%
2015,2,22,Carolina,63.89%
2015,2,22,San Francisco,57.69%
2015,2,22,Jacksonville,44.12%
2015,2,22,Tennessee,41.94%
2015,2,22,Las Vegas,50.00%
2015,2,22,NY Jets,77.78%
2015,2,22,Tampa Bay,60.87%
2015,2,22,Arizona,57.14%
2015,2,22,Cleveland,50.00%
2015,2,15,New Orleans,63.16%
2015,2,15,Dallas,78.95%
2015,2,15,Pittsburgh,68.75%
2015,2,15,Washington,65.85%
2015,2,15,Miami,58.97%
2015,2,15,LA Chargers,58.82%
2015,2,15,Atlanta,61.70%
2015,2,15,Denver,56.52%
2015,2,15,Chicago,63.89%
2015,2,15,Kansas City,59.26%
2015,2,15,Green Bay,55.88%
2015,2,15,New England,65.71%
2015,2,15,LA Rams,70.27%
2015,2,15,Cincinnati,51.43%
2015,2,15,NY Giants,52.83%
2015,2,15,Buffalo,69.57%
2015,2,15,Seattle,50.00%
2015,2,15,Minnesota,68.00%
2015,2,15,Baltimore,62.22%
2015,2,15,Philadelphia,63.89%
2015,2,15,Indianapolis,36.36%
2015,2,15,Detroit,66.67%
2015,2,15,Houston,71.43%
2015,2,15,Carolina,63.89%
2015,2,15,San Francisco,57.69%
2015,2,15,Jacksonville,44.12%
2015,2,15,Tennessee,41.94%
2015,2,15,Las Vegas,50.00%
2015,2,15,NY Jets,77.78%
2015,2,15,Tampa Bay,60.87%
2015,2,15,Arizona,57.14%
2015,2,15,Cleveland,50.00%
2015,2,8,New Orleans,63.16%
2015,2,8,Dallas,78.95%
2015,2,8,Pittsburgh,68.75%
2015,2,8,Washington,65.85%
2015,2,8,Miami,58.97%
2015,2,8,LA Chargers,58.82%
2015,2,8,Atlanta,61.70%
2015,2,8,Denver,56.52%
2015,2,8,Chicago,63.89%
2015,2,8,Kansas City,59.26%
2015,2,8,Green Bay,55.88%
2015,2,8,New England,65.71%
2015,2,8,LA Rams,70.27%
2015,2,8,Cincinnati,51.43%
2015,2,8,NY Giants,52.83%
2015,2,8,Buffalo,69.57%
2015,2,8,Seattle,50.00%
2015,2,8,Minnesota,68.00%
2015,2,8,Baltimore,62.22%
2015,2,8,Philadelphia,63.89%
2015,2,8,Indianapolis,36.36%
2015,2,8,Detroit,66.67%
2015,2,8,Houston,71.43%
2015,2,8,Carolina,63.89%
2015,2,8,San Francisco,57.69%
2015,2,8,Jacksonville,44.12%
2015,2,8,Tennessee,41.94%
2015,2,8,Las Vegas,50.00%
2015,2,8,NY Jets,77.78%
2015,2,8,Tampa Bay,60.87%
2015,2,8,Arizona,57.14%
2015,2,8,Cleveland,50.00%
2015,2,1,New Orleans,63.16%
2015,2,1,Dallas,78.95%
2015,2,1,Pittsburgh,68.75%
2015,2,1,Washington,65.85%
2015,2,1,Miami,58.97%
2015,2,1,LA Chargers,58.82%
2015,2,1,Atlanta,61.70%
2015,2,1,Denver,56.52%
2015,2,1,Chicago,63.89%
2015,2,1,Kansas City,59.26%
2015,2,1,Green Bay,55.88%
2015,2,1,New England,65.71%
2015,2,1,LA Rams,70.27%
2015,2,1,Cincinnati,51.43%
2015,2,1,NY Giants,52.83%
2015,2,1,Buffalo,69.57%
2015,2,1,Seattle,50.00%
2015,2,1,Minnesota,68.00%
2015,2,1,Baltimore,62.22%
2015,2,1,Philadelphia,63.89%
2015,2,1,Indianapolis,36.36%
2015,2,1,Detroit,66.67%
2015,2,1,Houston,71.43%
2015,2,1,Carolina,63.89%
2015,2,1,San Francisco,57.69%
2015,2,1,Jacksonville,44.12%
2015,2,1,Tennessee,41.94%
2015,2,1,Las Vegas,50.00%
2015,2,1,NY Jets,77.78%
2015,2,1,Tampa Bay,60.87%
2015,2,1,Arizona,57.14%
2015,2,1,Cleveland,50.00%
2015,1,25,New Orleans,63.16%
2015,1,25,Dallas,78.95%
2015,1,25,Pittsburgh,68.75%
2015,1,25,Washington,65.85%
2015,1,25,Miami,58.97%
2015,1,25,LA Chargers,58.82%
2015,1,25,Atlanta,61.70%
2015,1,25,Denver,56.52%
2015,1,25,Chicago,63.89%
2015,1,25,Kansas City,59.26%
2015,1,25,Green Bay,55.88%
2015,1,25,New England,65.71%
2015,1,25,LA Rams,70.27%
2015,1,25,Cincinnati,51.43%
2015,1,25,NY Giants,52.83%
2015,1,25,Buffalo,69.57%
2015,1,25,Seattle,50.00%
2015,1,25,Minnesota,68.00%
2015,1,25,Baltimore,62.22%
2015,1,25,Philadelphia,63.89%
2015,1,25,Indianapolis,36.36%
2015,1,25,Detroit,66.67%
2015,1,25,Houston,71.43%
2015,1,25,Carolina,63.89%
2015,1,25,San Francisco,57.69%
2015,1,25,Jacksonville,44.12%
2015,1,25,Tennessee,41.94%
2015,1,25,Las Vegas,50.00%
2015,1,25,NY Jets,77.78%
2015,1,25,Tampa Bay,60.87%
2015,1,25,Arizona,57.14%
2015,1,25,Cleveland,50.00%
2015,1,18,New Orleans,63.16%
2015,1,18,Dallas,78.95%
2015,1,18,Pittsburgh,68.75%
2015,1,18,Washington,65.85%
2015,1,18,Miami,58.97%
2015,1,18,LA Chargers,58.82%
2015,1,18,Atlanta,61.70%
2015,1,18,Green Bay,68.57%
2015,1,18,Denver,56.52%
2015,1,18,Chicago,63.89%
2015,1,18,Kansas City,59.26%
2015,1,18,New England,66.67%
2015,1,18,LA Rams,70.27%
2015,1,18,Seattle,68.18%
2015,1,18,Cincinnati,51.43%
2015,1,18,NY Giants,52.83%
2015,1,18,Buffalo,69.57%
2015,1,18,Indianapolis,62.79%
2015,1,18,Minnesota,68.00%
2015,1,18,Baltimore,62.22%
2015,1,18,Philadelphia,63.89%
2015,1,18,Detroit,66.67%
2015,1,18,Houston,71.43%
2015,1,18,Carolina,63.89%
2015,1,18,San Francisco,57.69%
2015,1,18,Jacksonville,44.12%
2015,1,18,Tennessee,41.94%
2015,1,18,Las Vegas,50.00%
2015,1,18,NY Jets,77.78%
2015,1,18,Tampa Bay,60.87%
2015,1,18,Arizona,57.14%
2015,1,18,Cleveland,50.00%
2015,1,11,New Orleans,63.16%
2015,1,11,Dallas,61.29%
2015,1,11,Pittsburgh,68.75%
2015,1,11,Washington,65.85%
2015,1,11,Miami,58.97%
2015,1,11,LA Chargers,58.82%
2015,1,11,Atlanta,61.70%
2015,1,11,Denver,58.97%
2015,1,11,Green Bay,78.26%
2015,1,11,Chicago,63.89%
2015,1,11,Kansas City,59.26%
2015,1,11,New England,66.67%
2015,1,11,LA Rams,70.27%
2015,1,11,Seattle,68.18%
2015,1,11,Cincinnati,51.43%
2015,1,11,NY Giants,52.83%
2015,1,11,Buffalo,69.57%
2015,1,11,Indianapolis,70.45%
2015,1,11,Minnesota,68.00%
2015,1,11,Baltimore,62.22%
2015,1,11,Philadelphia,63.89%
2015,1,11,Detroit,66.67%
2015,1,11,Houston,71.43%
2015,1,11,Carolina,63.89%
2015,1,11,San Francisco,57.69%
2015,1,11,Jacksonville,44.12%
2015,1,11,Tennessee,41.94%
2015,1,11,Las Vegas,50.00%
2015,1,11,NY Jets,77.78%
2015,1,11,Tampa Bay,60.87%
2015,1,11,Arizona,57.14%
2015,1,11,Cleveland,50.00%
2015,1,4,New Orleans,63.16%
2015,1,4,Dallas,64.71%
2015,1,4,Pittsburgh,68.75%
2015,1,4,Washington,65.85%
2015,1,4,Miami,58.97%
2015,1,4,LA Chargers,58.82%
2015,1,4,Atlanta,61.70%
2015,1,4,Denver,58.97%
2015,1,4,Green Bay,78.26%
2015,1,4,Chicago,63.89%
2015,1,4,Kansas City,59.26%
2015,1,4,New England,54.55%
2015,1,4,Cincinnati,71.05%
2015,1,4,LA Rams,70.27%
2015,1,4,Seattle,68.00%
2015,1,4,NY Giants,52.83%
2015,1,4,Buffalo,69.57%
2015,1,4,Minnesota,68.00%
2015,1,4,Indianapolis,65.71%
2015,1,4,Baltimore,62.07%
2015,1,4,Philadelphia,63.89%
2015,1,4,Houston,71.43%
2015,1,4,Detroit,48.78%
2015,1,4,San Francisco,57.69%
2015,1,4,Carolina,56.25%
2015,1,4,Jacksonville,44.12%
2015,1,4,Tennessee,41.94%
2015,1,4,Las Vegas,50.00%
2015,1,4,NY Jets,77.78%
2015,1,4,Tampa Bay,60.87%
2015,1,4,Arizona,57.14%
2015,1,4,Cleveland,50.00%
2014,12,28,New Orleans,63.83%
2014,12,28,Dallas,90.48%
2014,12,28,Pittsburgh,72.00%
2014,12,28,Miami,74.47%
2014,12,28,LA Chargers,61.11%
2014,12,28,Washington,69.57%
2014,12,28,Atlanta,75.00%
2014,12,28,Denver,63.64%
2014,12,28,Kansas City,69.57%
2014,12,28,Chicago,58.97%
2014,12,28,New England,65.71%
2014,12,28,Green Bay,77.50%
2014,12,28,NY Giants,78.13%
2014,12,28,Cincinnati,65.38%
2014,12,28,LA Rams,75.00%
2014,12,28,Seattle,65.63%
2014,12,28,Buffalo,65.31%
2014,12,28,Baltimore,42.00%
2014,12,28,Minnesota,73.08%
2014,12,28,Indianapolis,68.18%
2014,12,28,Philadelphia,74.00%
2014,12,28,Detroit,56.41%
2014,12,28,San Francisco,62.50%
2014,12,28,Houston,48.84%
2014,12,28,Carolina,58.06%
2014,12,28,Tennessee,68.57%
2014,12,28,Jacksonville,51.85%
2014,12,28,Las Vegas,50.00%
2014,12,28,Tampa Bay,46.15%
2014,12,28,NY Jets,62.96%
2014,12,28,Arizona,40.00%
2014,12,28,Cleveland,47.62%
2014,12,21,New Orleans,80.56%
2014,12,21,Dallas,70.97%
2014,12,21,Pittsburgh,77.14%
2014,12,21,LA Chargers,61.11%
2014,12,21,Washington,69.57%
2014,12,21,Denver,63.64%
2014,12,21,Miami,61.70%
2014,12,21,Atlanta,70.27%
2014,12,21,Chicago,54.84%
2014,12,21,New England,60.00%
2014,12,21,Kansas City,58.06%
2014,12,21,Baltimore,66.67%
2014,12,21,Green Bay,40.48%
2014,12,21,Cincinnati,58.33%
2014,12,21,NY Giants,67.65%
2014,12,21,Seattle,50.00%
2014,12,21,Buffalo,51.85%
2014,12,21,LA Rams,51.28%
2014,12,21,Philadelphia,74.00%
2014,12,21,Detroit,60.71%
2014,12,21,Minnesota,75.61%
2014,12,21,Indianapolis,52.94%
2014,12,21,Houston,52.00%
2014,12,21,San Francisco,62.50%
2014,12,21,Carolina,62.50%
2014,12,21,Tennessee,68.57%
2014,12,21,Jacksonville,51.85%
2014,12,21,Las Vegas,48.21%
2014,12,21,Arizona,53.33%
2014,12,21,Tampa Bay,46.43%
2014,12,21,NY Jets,57.14%
2014,12,21,Cleveland,55.56%
2014,12,14,New Orleans,59.18%
2014,12,14,LA Chargers,60.61%
2014,12,14,Dallas,80.77%
2014,12,14,Pittsburgh,64.10%
2014,12,14,Washington,63.89%
2014,12,14,Denver,70.00%
2014,12,14,Miami,69.70%
2014,12,14,Chicago,69.57%
2014,12,14,Green Bay,66.67%
2014,12,14,Atlanta,61.54%
2014,12,14,Kansas City,66.67%
2014,12,14,New England,63.64%
2014,12,14,Baltimore,75.76%
2014,12,14,Cincinnati,71.43%
2014,12,14,Seattle,59.46%
2014,12,14,NY Giants,60.47%
2014,12,14,Buffalo,66.67%
2014,12,14,LA Rams,51.28%
2014,12,14,Indianapolis,45.28%
2014,12,14,Houston,68.42%
2014,12,14,Detroit,76.47%
2014,12,14,Philadelphia,50.00%
2014,12,14,Las Vegas,78.57%
2014,12,14,San Francisco,54.55%
2014,12,14,Minnesota,70.37%
2014,12,14,Carolina,63.64%
2014,12,14,Jacksonville,50.00%
2014,12,14,Tennessee,65.71%
2014,12,14,Arizona,53.33%
2014,12,14,Tampa Bay,51.28%
2014,12,14,NY Jets,62.07%
2014,12,14,Cleveland,43.33%
2014,12,7,New Orleans,70.37%
2014,12,7,LA Chargers,75.56%
2014,12,7,Dallas,80.77%
2014,12,7,Pittsburgh,55.17%
2014,12,7,Washington,65.96%
2014,12,7,Denver,50.00%
2014,12,7,Chicago,69.57%
2014,12,7,Miami,71.43%
2014,12,7,Atlanta,73.17%
2014,12,7,Green Bay,63.16%
2014,12,7,New England,62.86%
2014,12,7,Kansas City,65.22%
2014,12,7,Seattle,68.18%
2014,12,7,Indianapolis,70.37%
2014,12,7,NY Giants,70.59%
2014,12,7,Baltimore,61.29%
2014,12,7,Cincinnati,71.43%
2014,12,7,LA Rams,59.09%
2014,12,7,Buffalo,54.84%
2014,12,7,Houston,72.73%
2014,12,7,Philadelphia,68.97%
2014,12,7,Jacksonville,60.00%
2014,12,7,Detroit,75.56%
2014,12,7,San Francisco,55.17%
2014,12,7,Carolina,51.43%
2014,12,7,Minnesota,71.43%
2014,12,7,Las Vegas,60.42%
2014,12,7,Tennessee,61.29%
2014,12,7,Arizona,61.54%
2014,12,7,Tampa Bay,51.72%
2014,12,7,Cleveland,60.53%
2014,12,7,NY Jets,53.85%
2014,11,30,New Orleans,84.38%
2014,11,30,Denver,71.43%
2014,11,30,Pittsburgh,81.63%
2014,11,30,Dallas,61.76%
2014,11,30,LA Chargers,73.17%
2014,11,30,Washington,83.33%
2014,11,30,Green Bay,72.50%
2014,11,30,Kansas City,85.71%
2014,11,30,Chicago,60.00%
2014,11,30,Cincinnati,75.00%
2014,11,30,Seattle,62.50%
2014,11,30,New England,86.84%
2014,11,30,NY Giants,63.64%
2014,11,30,LA Rams,60.00%
2014,11,30,Atlanta,74.07%
2014,11,30,Indianapolis,57.78%
2014,11,30,Houston,54.29%
2014,11,30,San Francisco,58.70%
2014,11,30,Buffalo,58.82%
2014,11,30,Miami,55.17%
2014,11,30,Carolina,54.55%
2014,11,30,Baltimore,50.00%
2014,11,30,Detroit,51.06%
2014,11,30,Jacksonville,52.94%
2014,11,30,Las Vegas,60.71%
2014,11,30,Tampa Bay,67.86%
2014,11,30,Tennessee,65.85%
2014,11,30,Philadelphia,58.06%
2014,11,30,Minnesota,57.14%
2014,11,30,Cleveland,67.86%
2014,11,30,Arizona,47.62%
2014,11,30,NY Jets,45.45%
2014,11,23,Dallas,73.91%
2014,11,23,Denver,81.48%
2014,11,23,New Orleans,62.22%
2014,11,23,Chicago,61.76%
2014,11,23,LA Chargers,54.84%
2014,11,23,Pittsburgh,70.59%
2014,11,23,Green Bay,79.17%
2014,11,23,LA Rams,86.36%
2014,11,23,Seattle,63.89%
2014,11,23,Indianapolis,64.29%
2014,11,23,Washington,75.00%
2014,11,23,Houston,65.63%
2014,11,23,NY Giants,63.64%
2014,11,23,Atlanta,65.91%
2014,11,23,Cincinnati,47.37%
2014,11,23,Kansas City,67.86%
2014,11,23,Baltimore,64.00%
2014,11,23,Miami,78.13%
2014,11,23,Detroit,67.50%
2014,11,23,San Francisco,58.70%
2014,11,23,Buffalo,72.09%
2014,11,23,Carolina,56.41%
2014,11,23,New England,54.05%
2014,11,23,Jacksonville,54.84%
2014,11,23,Las Vegas,57.14%
2014,11,23,Philadelphia,61.76%
2014,11,23,Tampa Bay,54.55%
2014,11,23,Tennessee,65.38%
2014,11,23,Minnesota,57.69%
2014,11,23,Arizona,70.97%
2014,11,23,NY Jets,58.82%
2014,11,23,Cleveland,39.02%
2014,11,16,LA Chargers,62.86%
2014,11,16,New Orleans,61.40%
2014,11,16,Dallas,65.63%
2014,11,16,Chicago,68.42%
2014,11,16,Cincinnati,76.74%
2014,11,16,Denver,66.67%
2014,11,16,Seattle,50.00%
2014,11,16,Indianapolis,56.82%
2014,11,16,Pittsburgh,50.00%
2014,11,16,NY Giants,60.71%
2014,11,16,Houston,65.22%
2014,11,16,Washington,63.16%
2014,11,16,Green Bay,57.14%
2014,11,16,Atlanta,51.35%
2014,11,16,Carolina,63.04%
2014,11,16,Baltimore,72.41%
2014,11,16,LA Rams,50.00%
2014,11,16,San Francisco,61.11%
2014,11,16,New England,72.97%
2014,11,16,Kansas City,53.33%
2014,11,16,Jacksonville,69.57%
2014,11,16,Detroit,57.58%
2014,11,16,Las Vegas,52.94%
2014,11,16,Buffalo,63.16%
2014,11,16,Miami,64.52%
2014,11,16,Cleveland,47.06%
2014,11,16,Philadelphia,61.76%
2014,11,16,Tampa Bay,54.55%
2014,11,16,Minnesota,62.16%
2014,11,16,Tennessee,60.71%
2014,11,16,NY Jets,53.49%
2014,11,16,Arizona,63.64%
2014,11,9,Seattle,75.00%
2014,11,9,LA Chargers,71.43%
2014,11,9,Pittsburgh,72.22%
2014,11,9,Dallas,68.29%
2014,11,9,New Orleans,61.40%
2014,11,9,Chicago,77.78%
2014,11,9,Indianapolis,65.31%
2014,11,9,LA Rams,59.18%
2014,11,9,Denver,65.96%
2014,11,9,Green Bay,68.18%
2014,11,9,NY Giants,63.33%
2014,11,9,Atlanta,64.44%
2014,11,9,Houston,64.00%
2014,11,9,Cincinnati,62.07%
2014,11,9,Washington,58.33%
2014,11,9,San Francisco,51.85%
2014,11,9,Carolina,54.29%
2014,11,9,Kansas City,53.33%
2014,11,9,Las Vegas,63.64%
2014,11,9,Detroit,58.06%
2014,11,9,Baltimore,57.89%
2014,11,9,Cleveland,56.76%
2014,11,9,New England,65.71%
2014,11,9,Jacksonville,61.11%
2014,11,9,Buffalo,69.77%
2014,11,9,Miami,74.19%
2014,11,9,Tampa Bay,59.38%
2014,11,9,Philadelphia,64.86%
2014,11,9,Tennessee,65.63%
2014,11,9,Minnesota,50.00%
2014,11,9,NY Jets,38.71%
2014,11,9,Arizona,35.29%
2014,11,2,New Orleans,72.73%
2014,11,2,LA Rams,71.43%
2014,11,2,LA Chargers,74.36%
2014,11,2,Dallas,75.86%
2014,11,2,Seattle,71.43%
2014,11,2,Pittsburgh,73.17%
2014,11,2,Indianapolis,70.73%
2014,11,2,San Francisco,56.67%
2014,11,2,NY Giants,71.79%
2014,11,2,Atlanta,60.98%
2014,11,2,Denver,63.27%
2014,11,2,Carolina,58.82%
2014,11,2,Washington,57.58%
2014,11,2,Green Bay,78.57%
2014,11,2,Chicago,65.71%
2014,11,2,Cincinnati,65.38%
2014,11,2,Kansas City,76.92%
2014,11,2,Houston,67.57%
2014,11,2,Detroit,70.59%
2014,11,2,Cleveland,76.00%
2014,11,2,Baltimore,70.97%
2014,11,2,Las Vegas,63.64%
2014,11,2,Jacksonville,78.38%
2014,11,2,New England,66.67%
2014,11,2,Miami,74.19%
2014,11,2,Tampa Bay,48.84%
2014,11,2,NY Jets,51.52%
2014,11,2,Minnesota,63.33%
2014,11,2,Philadelphia,48.84%
2014,11,2,Buffalo,47.73%
2014,11,2,Arizona,55.88%
2014,11,2,Tennessee,50.00%
2014,10,26,Dallas,73.91%
2014,10,26,Denver,71.43%
2014,10,26,LA Chargers,73.17%
2014,10,26,New Orleans,62.22%
2014,10,26,Chicago,61.76%
2014,10,26,Pittsburgh,70.59%
2014,10,26,Green Bay,79.17%
2014,10,26,Seattle,63.89%
2014,10,26,LA Rams,85.71%
2014,10,26,Indianapolis,64.29%
2014,10,26,Washington,75.00%
2014,10,26,Houston,65.63%
2014,10,26,NY Giants,63.64%
2014,10,26,Atlanta,65.91%
2014,10,26,Cincinnati,47.37%
2014,10,26,Kansas City,67.86%
2014,10,26,Baltimore,64.00%
2014,10,26,Miami,78.13%
2014,10,26,Detroit,67.50%
2014,10,26,San Francisco,58.70%
2014,10,26,Buffalo,72.09%
2014,10,26,Carolina,56.41%
2014,10,26,New England,54.05%
2014,10,26,Jacksonville,54.84%
2014,10,26,Las Vegas,57.14%
2014,10,26,Philadelphia,61.76%
2014,10,26,Tampa Bay,54.55%
2014,10,26,Tennessee,65.38%
2014,10,26,Minnesota,57.69%
2014,10,26,Arizona,70.97%
2014,10,26,NY Jets,58.82%
2014,10,26,Cleveland,39.02%
2014,10,19,LA Chargers,62.86%
2014,10,19,New Orleans,61.40%
2014,10,19,Dallas,65.63%
2014,10,19,Chicago,68.42%
2014,10,19,Cincinnati,76.74%
2014,10,19,Denver,66.67%
2014,10,19,Seattle,50.00%
2014,10,19,Indianapolis,56.82%
2014,10,19,Pittsburgh,50.00%
2014,10,19,NY Giants,60.71%
2014,10,19,Houston,65.22%
2014,10,19,Washington,63.16%
2014,10,19,Green Bay,57.14%
2014,10,19,San Francisco,62.86%
2014,10,19,Atlanta,51.35%
2014,10,19,Carolina,63.04%
2014,10,19,LA Rams,50.00%
2014,10,19,Baltimore,72.41%
2014,10,19,Kansas City,53.33%
2014,10,19,Jacksonville,69.57%
2014,10,19,Detroit,57.58%
2014,10,19,New England,54.05%
2014,10,19,Las Vegas,52.94%
2014,10,19,Buffalo,63.16%
2014,10,19,Miami,64.52%
2014,10,19,Cleveland,47.06%
2014,10,19,Philadelphia,61.76%
2014,10,19,Tampa Bay,54.55%
2014,10,19,Minnesota,62.16%
2014,10,19,Tennessee,60.71%
2014,10,19,NY Jets,58.82%
2014,10,19,Arizona,63.64%
2014,10,12,Seattle,75.00%
2014,10,12,LA Chargers,71.43%
2014,10,12,Pittsburgh,72.22%
2014,10,12,Dallas,68.29%
2014,10,12,New Orleans,61.40%
2014,10,12,Chicago,77.78%
2014,10,12,LA Rams,59.18%
2014,10,12,Denver,65.96%
2014,10,12,Green Bay,68.18%
2014,10,12,NY Giants,63.33%
2014,10,12,Atlanta,64.44%
2014,10,12,Indianapolis,56.82%
2014,10,12,Houston,65.22%
2014,10,12,Cincinnati,62.07%
2014,10,12,Washington,58.33%
2014,10,12,San Francisco,51.85%
2014,10,12,Carolina,54.29%
2014,10,12,Kansas City,53.33%
2014,10,12,Las Vegas,63.64%
2014,10,12,Detroit,58.06%
2014,10,12,Baltimore,57.89%
2014,10,12,Cleveland,56.76%
2014,10,12,New England,65.71%
2014,10,12,Jacksonville,61.11%
2014,10,12,Buffalo,69.77%
2014,10,12,Miami,74.19%
2014,10,12,Tampa Bay,59.38%
2014,10,12,Philadelphia,64.86%
2014,10,12,Tennessee,65.63%
2014,10,12,Minnesota,50.00%
2014,10,12,NY Jets,38.71%
2014,10,12,Arizona,35.29%
2014,10,5,New Orleans,72.73%
2014,10,5,LA Rams,71.43%
2014,10,5,LA Chargers,74.36%
2014,10,5,Dallas,75.86%
2014,10,5,Seattle,71.43%
2014,10,5,Pittsburgh,73.17%
2014,10,5,Indianapolis,70.73%
2014,10,5,San Francisco,56.67%
2014,10,5,NY Giants,71.79%
2014,10,5,Atlanta,60.98%
2014,10,5,Denver,63.27%
2014,10,5,Green Bay,68.18%
2014,10,5,Carolina,58.82%
2014,10,5,Washington,57.58%
2014,10,5,Chicago,65.71%
2014,10,5,Cincinnati,65.38%
2014,10,5,Kansas City,76.92%
2014,10,5,Houston,67.57%
2014,10,5,Detroit,70.59%
2014,10,5,Cleveland,76.00%
2014,10,5,Baltimore,70.97%
2014,10,5,Las Vegas,63.64%
2014,10,5,Jacksonville,78.38%
2014,10,5,New England,66.67%
2014,10,5,Miami,74.19%
2014,10,5,Tampa Bay,48.84%
2014,10,5,NY Jets,51.52%
2014,10,5,Philadelphia,48.84%
2014,10,5,Buffalo,47.73%
2014,10,5,Arizona,55.88%
2014,10,5,Minnesota,50.00%
2014,10,5,Tennessee,50.00%
2014,9,28,LA Rams,71.43%
2014,9,28,New Orleans,77.14%
2014,9,28,San Francisco,78.38%
2014,9,28,Seattle,71.43%
2014,9,28,Carolina,70.73%
2014,9,28,Atlanta,85.71%
2014,9,28,LA Chargers,72.00%
2014,9,28,Indianapolis,76.74%
2014,9,28,Dallas,78.26%
2014,9,28,NY Giants,71.79%
2014,9,28,Denver,63.27%
2014,9,28,Pittsburgh,73.33%
2014,9,28,Washington,57.58%
2014,9,28,Chicago,60.53%
2014,9,28,Cincinnati,65.38%
2014,9,28,Tampa Bay,61.11%
2014,9,28,Houston,60.00%
2014,9,28,Cleveland,76.00%
2014,9,28,Las Vegas,61.76%
2014,9,28,Green Bay,59.26%
2014,9,28,Kansas City,76.00%
2014,9,28,NY Jets,60.47%
2014,9,28,Buffalo,57.50%
2014,9,28,Detroit,64.71%
2014,9,28,Baltimore,61.29%
2014,9,28,Philadelphia,66.67%
2014,9,28,New England,64.86%
2014,9,28,Minnesota,56.67%
2014,9,28,Arizona,55.88%
2014,9,28,Miami,48.84%
2014,9,28,Tennessee,50.00%
2014,9,28,Jacksonville,58.06%
2014,9,21,Washington,66.67%
2014,9,21,LA Rams,75.86%
2014,9,21,Denver,80.77%
2014,9,21,Atlanta,85.71%
2014,9,21,Chicago,67.65%
2014,9,21,New Orleans,67.50%
2014,9,21,Houston,73.68%
2014,9,21,Seattle,68.00%
2014,9,21,Carolina,64.71%
2014,9,21,LA Chargers,75.68%
2014,9,21,Buffalo,61.54%
2014,9,21,Cincinnati,66.67%
2014,9,21,Tampa Bay,61.11%
2014,9,21,San Francisco,61.76%
2014,9,21,Green Bay,59.52%
2014,9,21,NY Jets,50.00%
2014,9,21,Pittsburgh,59.46%
2014,9,21,Dallas,65.52%
2014,9,21,Las Vegas,64.29%
2014,9,21,Indianapolis,58.82%
2014,9,21,Baltimore,72.41%
2014,9,21,Detroit,56.25%
2014,9,21,NY Giants,66.67%
2014,9,21,Miami,63.27%
2014,9,21,Cleveland,58.54%
2014,9,21,Tennessee,52.94%
2014,9,21,Minnesota,52.78%
2014,9,21,Philadelphia,56.76%
2014,9,21,Kansas City,61.90%
2014,9,21,Arizona,48.28%
2014,9,21,New England,66.67%
2014,9,21,Jacksonville,50.00%
2014,9,14,NY Jets,79.31%
2014,9,14,Washington,78.38%
2014,9,14,Buffalo,72.73%
2014,9,14,Atlanta,72.09%
2014,9,14,Carolina,70.59%
2014,9,14,Green Bay,69.70%
2014,9,14,San Francisco,69.57%
2014,9,14,Chicago,69.39%
2014,9,14,New Orleans,69.05%
2014,9,14,Detroit,68.75%
2014,9,14,Minnesota,68.00%
2014,9,14,Seattle,67.86%
2014,9,14,LA Rams,66.67%
2014,9,14,Tennessee,66.67%
2014,9,14,Indianapolis,66.04%
2014,9,14,Cincinnati,65.79%
2014,9,14,Arizona,64.86%
2014,9,14,Pittsburgh,59.46%
2014,9,14,Houston,63.64%
2014,9,14,Tampa Bay,62.86%
2014,9,14,Las Vegas,62.50%
2014,9,14,Dallas,62.16%
2014,9,14,Baltimore,72.41%
2014,9,14,Cleveland,61.29%
2014,9,14,Denver,61.11%
2014,9,14,Philadelphia,60.00%
2014,9,14,LA Chargers,58.33%
2014,9,14,Miami,56.25%
2014,9,14,Jacksonville,55.81%
2014,9,14,NY Giants,54.55%
2014,9,14,Kansas City,54.29%
2014,9,14,New England,51.79%
2014,9,7,Green Bay,69.70%
2014,9,7,Seattle,67.86%
2014,2,23,LA Chargers,66.67%
2014,2,23,Denver,74.42%
2014,2,23,New Orleans,55.81%
2014,2,23,Atlanta,70.00%
2014,2,23,Chicago,62.50%
2014,2,23,Pittsburgh,61.29%
2014,2,23,Green Bay,65.38%
2014,2,23,Dallas,65.22%
2014,2,23,Arizona,57.14%
2014,2,23,Seattle,64.00%
2014,2,23,Carolina,64.00%
2014,2,23,Cincinnati,56.86%
2014,2,23,Philadelphia,69.70%
2014,2,23,Tennessee,62.50%
2014,2,23,Kansas City,65.22%
2014,2,23,New England,63.16%
2014,2,23,Miami,50.00%
2014,2,23,Indianapolis,48.78%
2014,2,23,Minnesota,60.61%
2014,2,23,LA Rams,70.00%
2014,2,23,Jacksonville,58.82%
2014,2,23,Baltimore,60.00%
2014,2,23,Houston,64.71%
2014,2,23,Detroit,66.67%
2014,2,23,Washington,38.78%
2014,2,23,San Francisco,58.33%
2014,2,23,Las Vegas,55.26%
2014,2,23,NY Giants,37.50%
